order_id,shop_id,ship_to_cust_id,ship_from_shop_id,sales_amt,delivery_fee,saler_id,coupon_id,discount_amt,post_date,post_time,customer_id,self_pick_flg,acct_1,acct_2,acct_3,description_1,description_2,description_3
110043431,188,2201934,188,520.0,,,,,2020-05-10,16:41:05,2201934,0,CNY,,,,,
110043432,352,2222928,352,345.0,,,,,2020-05-10,16:45:04,2222928,0,CNY,,,,,
110043433,323,2215793,323,540.0,,,,,2020-05-10,16:51:22,2215793,0,CNY,,,,,
110043434,155,2160233,155,230.0,,,,,2020-05-10,16:51:34,2160233,0,CNY,,,,,
110043435,352,2166100,352,160.0,,,,,2020-05-10,17:00:28,2166100,0,CNY,,,,,
110043436,323,2157184,323,670.0,,,,,2020-05-10,17:08:10,2157184,0,CNY,,,,,
110043437,479,2144700,479,695.0,,,,,2020-05-10,17:16:51,2144700,0,CNY,,,,,
110043438,323,2197121,323,130.0,,,,,2020-05-10,17:20:12,2197121,0,CNY,,,,,
110043439,155,2193563,155,340.0,,,,,2020-05-10,17:20:35,2193563,0,CNY,,,,,
110043440,323,2146019,323,310.0,,,,,2020-05-10,17:27:57,2146019,0,CNY,,,,,
110043441,188,2155525,188,325.0,,,,,2020-05-10,17:34:42,2155525,0,CNY,,,,,
110043442,626,2218550,626,125.0,,,,,2020-05-10,17:42:27,2218550,0,CNY,,,,,
110043443,323,2175435,323,840.0,,,,,2020-05-10,17:48:07,2175435,0,CNY,,,,,
110043444,155,2172244,155,690.0,,,,,2020-05-10,17:53:58,2172244,0,CNY,,,,,
110043445,626,2208215,626,470.0,,,,,2020-05-10,17:58:53,2208215,0,CNY,,,,,
110043446,626,2138456,626,165.0,,,,,2020-05-10,18:05:46,2138456,0,CNY,,,,,
110043447,188,2213844,188,510.0,,,,,2020-05-10,18:11:24,2213844,0,CNY,,,,,
110043448,479,2158260,479,180.0,,,,,2020-05-10,18:15:06,2158260,0,CNY,,,,,
110043449,188,2225449,188,250.0,,,,,2020-05-10,18:24:52,2225449,0,CNY,,,,,
110043450,352,2188141,352,190.0,,,,,2020-05-10,18:26:21,2188141,0,CNY,,,,,
110043451,479,2140075,479,890.0,,,,,2020-05-10,18:35:13,2140075,0,CNY,,,,,
110043452,188,2221999,188,360.0,,,,,2020-05-10,18:36:55,2221999,0,CNY,,,,,
110043453,323,2227144,323,230.0,,,,,2020-05-10,18:45:05,2227144,0,CNY,,,,,
110043454,352,2213417,352,125.0,,,,,2020-05-10,18:50:21,2213417,0,CNY,,,,,
110043455,323,2187860,323,260.0,,,,,2020-05-10,18:57:52,2187860,0,CNY,,,,,
110043456,155,2134575,155,510.0,,,,,2020-05-10,19:04:37,2134575,0,CNY,,,,,
110043457,352,2154367,352,115.0,,,,,2020-05-10,19:04:53,2154367,0,CNY,,,,,
110043458,626,2175375,626,105.0,,,,,2020-05-10,19:08:56,2175375,0,CNY,,,,,
110043459,479,2131660,479,570.0,,,,,2020-05-10,19:10:48,2131660,0,CNY,,,,,
110043460,626,2228876,626,80.99,,,,,2020-05-10,19:12:11,2228876,0,CNY,,,,,
110043461,626,2134920,626,495.0,,,,,2020-05-10,19:17:34,2134920,0,CNY,,,,,
110043462,188,2142294,188,270.0,,,,,2020-05-10,19:27:21,2142294,0,CNY,,,,,
110043463,479,2227482,479,370.0,,,,,2020-05-10,19:32:10,2227482,0,CNY,,,,,
110043464,188,2214049,188,260.0,,,,,2020-05-10,19:35:21,2214049,0,CNY,,,,,
110043465,479,2212321,479,170.0,,,,,2020-05-10,19:43:45,2212321,0,CNY,,,,,
110043466,352,2132388,352,125.0,,,,,2020-05-10,19:52:40,2132388,0,CNY,,,,,
110043467,626,2206968,626,397.99,,,,,2020-05-10,19:57:14,2206968,0,CNY,,,,,
110043468,188,2133162,188,530.0,,,,,2020-05-10,20:00:06,2133162,0,CNY,,,,,
110043469,352,2192569,352,580.0,,,,,2020-05-10,20:02:57,2192569,0,CNY,,,,,
110043470,155,2165009,155,170.0,,,,,2020-05-10,20:11:37,2165009,0,CNY,,,,,
110043471,479,2213194,479,460.0,,,,,2020-05-10,20:19:49,2213194,0,CNY,,,,,
110043472,155,2182621,155,376.97,,,,,2020-05-10,20:20:29,2182621,0,CNY,,,,,
110043473,626,2207607,626,870.0,,,,,2020-05-10,20:27:16,2207607,0,CNY,,,,,
110043474,479,2198958,479,465.0,,,,,2020-05-10,20:33:25,2198958,0,CNY,,,,,
110043475,323,2146699,323,115.0,,,,,2020-05-10,20:33:33,2146699,0,CNY,,,,,
110043476,188,2215320,188,115.0,,,,,2020-05-10,20:42:08,2215320,0,CNY,,,,,
110043477,323,2164282,323,260.0,,,,,2020-05-10,20:46:37,2164282,0,CNY,,,,,
110043478,188,2176703,188,170.0,,,,,2020-05-10,20:52:32,2176703,0,CNY,,,,,
110043479,626,2152613,626,260.0,,,,,2020-05-10,20:53:57,2152613,0,CNY,,,,,
110043480,352,2218010,352,260.0,,,,,2020-05-10,21:02:28,2218010,0,CNY,,,,,
110043481,352,2204092,352,525.0,,,,,2020-05-10,21:09:11,2204092,0,CNY,,,,,
110043482,155,2147436,155,855.0,,,,,2020-05-10,21:09:53,2147436,0,CNY,,,,,
110043483,626,2194065,626,200.0,,,,,2020-05-10,21:10:28,2194065,0,CNY,,,,,
110043484,479,2218557,479,125.0,,,,,2020-05-10,21:20:07,2218557,0,CNY,,,,,
110043485,188,2157214,188,570.0,,,,,2020-05-10,21:20:33,2157214,0,CNY,,,,,
110043486,479,2226431,479,105.0,,,,,2020-05-10,21:28:51,2226431,0,CNY,,,,,
110043487,479,2228224,479,190.0,,,,,2020-05-10,21:35:01,2228224,0,CNY,,,,,
110043488,626,2201043,626,160.0,,,,,2020-05-10,21:36:17,2201043,0,CNY,,,,,
110043489,479,2196434,479,177.99,,,,,2020-05-10,21:37:56,2196434,0,CNY,,,,,
110043490,626,2188179,626,105.0,,,,,2020-05-10,21:47:46,2188179,0,CNY,,,,,
110043491,323,2217667,323,580.0,,,,,2020-05-10,21:55:44,2217667,0,CNY,,,,,
110043492,323,2203532,323,125.0,,,,,2020-05-10,21:58:09,2203532,0,CNY,,,,,
110043493,188,2217935,188,250.0,,,,,2020-05-10,22:05:18,2217935,0,CNY,,,,,
110043494,352,2207617,352,1165.0,,,,,2020-05-10,22:05:22,2207617,0,CNY,,,,,
110043495,155,2193168,155,580.0,,,,,2020-05-10,22:11:39,2193168,0,CNY,,,,,
110043496,479,2190178,479,290.0,,,,,2020-05-10,22:17:53,2190178,0,CNY,,,,,
110043497,626,2160534,626,695.0,,,,,2020-05-10,22:23:12,2160534,0,CNY,,,,,
110043498,323,2204240,323,1290.0,,,,,2020-05-10,22:32:08,2204240,0,CNY,,,,,
110043499,188,2164762,188,459.99,,,,,2020-05-10,22:32:10,2164762,0,CNY,,,,,
110043500,188,2159783,188,154.99,,,,,2020-05-10,22:33:25,2159783,0,CNY,,,,,
110043501,188,2180730,188,440.0,,,,,2020-05-10,22:35:38,2180730,0,CNY,,,,,
110043502,188,2208362,188,110.0,,,,,2020-05-10,22:43:23,2208362,0,CNY,,,,,
110043503,626,2161860,626,125.0,,,,,2020-05-10,22:48:27,2161860,0,CNY,,,,,
110043504,479,2221979,479,345.0,,,,,2020-05-10,22:48:34,2221979,0,CNY,,,,,
110043505,352,2186818,352,230.0,,,,,2020-05-10,22:50:55,2186818,0,CNY,,,,,
110043506,323,2156727,323,160.0,,,,,2020-05-10,22:59:53,2156727,0,CNY,,,,,
110043507,188,2142150,188,160.0,,,,,2020-05-10,23:03:26,2142150,0,CNY,,,,,
110043508,155,2162382,155,580.0,,,,,2020-05-10,23:06:48,2162382,0,CNY,,,,,
110043509,155,2151516,155,160.0,,,,,2020-05-10,23:09:59,2151516,0,CNY,,,,,
110043510,479,2226968,479,320.0,,,,,2020-05-10,23:13:10,2226968,0,CNY,,,,,
110043511,479,2151220,479,475.0,,,,,2020-05-10,23:20:32,2151220,0,CNY,,,,,
110043512,352,2143720,352,540.0,,,,,2020-05-10,23:25:05,2143720,0,CNY,,,,,
110043513,155,2198185,155,170.0,,,,,2020-05-10,23:29:43,2198185,0,CNY,,,,,
110043514,188,2194431,188,400.0,,,,,2020-05-10,23:38:55,2194431,0,CNY,,,,,
110043515,352,2171204,352,830.99,,,,,2020-05-10,23:48:14,2171204,0,CNY,,,,,
110043516,626,2136089,626,170.0,,,,,2020-05-10,23:51:47,2136089,0,CNY,,,,,
110043517,155,2217851,155,125.0,,,,,2020-05-10,23:54:40,2217851,0,CNY,,,,,
110043518,155,2224392,155,257.99,,,,,2020-05-11,00:04:05,2224392,0,CNY,,,,,
110043519,188,2207966,188,160.0,,,,,2020-05-11,00:13:16,2207966,0,CNY,,,,,
110043520,479,2189774,479,190.0,,,,,2020-05-11,00:22:27,2189774,0,CNY,,,,,
110043521,188,2159785,188,190.0,,,,,2020-05-11,00:29:54,2159785,0,CNY,,,,,
110043522,188,2215715,188,165.0,,,,,2020-05-11,00:39:02,2215715,0,CNY,,,,,
110043523,479,2132957,479,530.0,,,,,2020-05-11,00:46:59,2132957,0,CNY,,,,,
110043524,479,2193258,479,360.0,,,,,2020-05-11,00:49:56,2193258,0,CNY,,,,,
110043525,188,2191814,188,260.0,,,,,2020-05-11,00:56:20,2191814,0,CNY,,,,,
110043526,352,2140133,352,230.0,,,,,2020-05-11,00:57:57,2140133,0,CNY,,,,,
110043527,479,2193303,479,260.0,,,,,2020-05-11,01:07:51,2193303,0,CNY,,,,,
110043528,188,2199459,188,110.0,,,,,2020-05-11,01:17:46,2199459,0,CNY,,,,,
110043529,188,2192401,188,160.0,,,,,2020-05-11,01:19:11,2192401,0,CNY,,,,,
110043530,352,2149204,352,485.0,,,,,2020-05-11,01:27:43,2149204,0,CNY,,,,,
110043531,188,2183036,188,450.0,,,,,2020-05-11,01:34:48,2183036,0,CNY,,,,,
110043532,626,2227411,626,650.0,,,,,2020-05-11,01:36:03,2227411,0,CNY,,,,,
110043533,352,2166158,352,520.0,,,,,2020-05-11,01:43:11,2166158,0,CNY,,,,,
110043534,323,2164998,323,695.0,,,,,2020-05-11,01:51:55,2164998,0,CNY,,,,,
110043535,155,2167266,155,255.0,,,,,2020-05-11,01:54:52,2167266,0,CNY,,,,,
110043536,188,2179791,188,1015.0,,,,,2020-05-11,01:59:28,2179791,0,CNY,,,,,
110043537,626,2179686,626,540.0,,,,,2020-05-11,02:04:09,2179686,0,CNY,,,,,
110043538,626,2161582,626,680.0,,,,,2020-05-11,02:07:10,2161582,0,CNY,,,,,
110043539,352,2171572,352,230.0,,,,,2020-05-11,02:12:26,2171572,0,CNY,,,,,
110043540,188,2229624,188,115.0,,,,,2020-05-11,02:14:28,2229624,0,CNY,,,,,
110043541,626,2154402,626,190.0,,,,,2020-05-11,02:23:30,2154402,0,CNY,,,,,
110043542,155,2215992,155,200.0,,,,,2020-05-11,02:32:02,2215992,0,CNY,,,,,
110043543,479,2135710,479,355.0,,,,,2020-05-11,02:37:47,2135710,0,CNY,,,,,
110043544,188,2196518,188,375.0,,,,,2020-05-11,02:46:07,2196518,0,CNY,,,,,
110043545,155,2191026,155,290.0,,,,,2020-05-11,02:46:45,2191026,0,CNY,,,,,
110043546,352,2157120,352,125.0,,,,,2020-05-11,02:51:48,2157120,0,CNY,,,,,
110043547,323,2207530,323,555.0,,,,,2020-05-11,02:58:10,2207530,0,CNY,,,,,
110043548,323,2210055,323,580.0,,,,,2020-05-11,03:01:03,2210055,0,CNY,,,,,
110043549,626,2201743,626,115.0,,,,,2020-05-11,03:08:13,2201743,0,CNY,,,,,
110043550,352,2203839,352,150.0,,,,,2020-05-11,03:09:09,2203839,0,CNY,,,,,
110043551,188,2133726,188,260.0,,,,,2020-05-11,03:12:47,2133726,0,CNY,,,,,
110043552,479,2217549,479,520.0,,,,,2020-05-11,03:22:04,2217549,0,CNY,,,,,
110043553,323,2217112,323,314.99,,,,,2020-05-11,03:25:22,2217112,0,CNY,,,,,
110043554,323,2175979,323,125.0,,,,,2020-05-11,03:29:15,2175979,0,CNY,,,,,
110043555,323,2156972,323,580.0,,,,,2020-05-11,03:33:41,2156972,0,CNY,,,,,
110043556,188,2149781,188,325.0,,,,,2020-05-11,03:37:50,2149781,0,CNY,,,,,
110043557,479,2188112,479,170.0,,,,,2020-05-11,03:42:40,2188112,0,CNY,,,,,
110043558,188,2188657,188,580.0,,,,,2020-05-11,03:46:37,2188657,0,CNY,,,,,
110043559,188,2165017,188,120.0,,,,,2020-05-11,03:51:10,2165017,0,CNY,,,,,
110043560,479,2197608,479,255.0,,,,,2020-05-11,03:51:50,2197608,0,CNY,,,,,
110043561,188,2150877,188,460.0,,,,,2020-05-11,03:57:36,2150877,0,CNY,,,,,
110043562,626,2163054,626,450.0,,,,,2020-05-11,04:03:19,2163054,0,CNY,,,,,
110043563,188,2228304,188,1135.0,,,,,2020-05-11,04:11:18,2228304,0,CNY,,,,,
110043564,479,2133682,479,504.99,,,,,2020-05-11,04:20:23,2133682,0,CNY,,,,,
110043565,626,2218812,626,115.0,,,,,2020-05-11,04:28:31,2218812,0,CNY,,,,,
110043566,626,2151286,626,160.0,,,,,2020-05-11,04:32:38,2151286,0,CNY,,,,,
110043567,626,2176627,626,115.0,,,,,2020-05-11,04:34:12,2176627,0,CNY,,,,,
110043568,352,2158629,352,100.0,,,,,2020-05-11,04:35:07,2158629,0,CNY,,,,,
110043569,479,2178824,479,260.0,,,,,2020-05-11,04:41:57,2178824,0,CNY,,,,,
110043570,323,2168848,323,125.0,,,,,2020-05-11,04:49:52,2168848,0,CNY,,,,,
110043571,479,2143958,479,690.0,,,,,2020-05-11,04:55:15,2143958,0,CNY,,,,,
110043572,188,2186427,188,115.0,,,,,2020-05-11,04:57:52,2186427,0,CNY,,,,,
110043573,323,2164277,323,115.0,,,,,2020-05-11,05:03:12,2164277,0,CNY,,,,,
110043574,479,2210702,479,260.0,,,,,2020-05-11,05:11:13,2210702,0,CNY,,,,,
110043575,352,2195382,352,520.0,,,,,2020-05-11,05:21:11,2195382,0,CNY,,,,,
110043576,188,2183411,188,250.0,,,,,2020-05-11,05:30:29,2183411,0,CNY,,,,,
110043577,626,2141702,626,100.0,,,,,2020-05-11,05:34:40,2141702,0,CNY,,,,,
110043578,352,2181996,352,100.0,,,,,2020-05-11,05:39:59,2181996,0,CNY,,,,,
110043579,155,2157897,155,105.0,,,,,2020-05-11,05:44:22,2157897,0,CNY,,,,,
110043580,323,2149454,323,395.98,,,,,2020-05-11,05:46:44,2149454,0,CNY,,,,,
110043581,479,2226856,479,215.0,,,,,2020-05-11,05:47:11,2226856,0,CNY,,,,,
110043582,188,2135678,188,115.0,,,,,2020-05-11,05:48:30,2135678,0,CNY,,,,,
110043583,155,2149910,155,1099.98,,,,,2020-05-11,05:49:42,2149910,0,CNY,,,,,
110043584,479,2203241,479,430.0,,,,,2020-05-11,05:51:21,2203241,0,CNY,,,,,
110043585,352,2150919,352,115.0,,,,,2020-05-11,05:51:54,2150919,0,CNY,,,,,
110043586,188,2154466,188,125.0,,,,,2020-05-11,05:57:24,2154466,0,CNY,,,,,
110043587,188,2154580,188,110.0,,,,,2020-05-11,06:01:38,2154580,0,CNY,,,,,
110043588,155,2194063,155,200.0,,,,,2020-05-11,06:07:32,2194063,0,CNY,,,,,
110043589,323,2228280,323,275.0,,,,,2020-05-11,06:17:02,2228280,0,CNY,,,,,
110043590,479,2181679,479,375.0,,,,,2020-05-11,06:24:42,2181679,0,CNY,,,,,
110043591,626,2188931,626,320.0,,,,,2020-05-11,06:26:43,2188931,0,CNY,,,,,
110043592,188,2171144,188,770.0,,,,,2020-05-11,06:27:18,2171144,0,CNY,,,,,
110043593,323,2132763,323,770.0,,,,,2020-05-11,06:31:53,2132763,0,CNY,,,,,
110043594,352,2222198,352,125.0,,,,,2020-05-11,06:39:25,2222198,0,CNY,,,,,
110043595,188,2183523,188,580.0,,,,,2020-05-11,06:44:05,2183523,0,CNY,,,,,
110043596,323,2208974,323,375.0,,,,,2020-05-11,06:49:31,2208974,0,CNY,,,,,
110043597,188,2216355,188,125.0,,,,,2020-05-11,06:52:07,2216355,0,CNY,,,,,
110043598,155,2192800,155,985.99,,,,,2020-05-11,07:00:34,2192800,0,CNY,,,,,
110043599,479,2130607,479,115.0,,,,,2020-05-11,07:03:40,2130607,0,CNY,,,,,
110043600,323,2171134,323,260.0,,,,,2020-05-11,07:04:22,2171134,0,CNY,,,,,
110043601,352,2165499,352,570.0,,,,,2020-05-11,07:12:08,2165499,0,CNY,,,,,
110043602,188,2205109,188,359.99,,,,,2020-05-11,07:20:29,2205109,0,CNY,,,,,
110043603,155,2172175,155,320.0,,,,,2020-05-11,07:30:06,2172175,0,CNY,,,,,
110043604,479,2221730,479,105.0,,,,,2020-05-11,07:35:40,2221730,0,CNY,,,,,
110043605,155,2169278,155,125.0,,,,,2020-05-11,07:43:43,2169278,0,CNY,,,,,
110043606,323,2133974,323,410.0,,,,,2020-05-11,07:50:13,2133974,0,CNY,,,,,
110043607,479,2213609,479,185.99,,,,,2020-05-11,07:56:14,2213609,0,CNY,,,,,
110043608,626,2170589,626,115.0,,,,,2020-05-11,08:04:00,2170589,0,CNY,,,,,
110043609,479,2163427,479,1079.99,,,,,2020-05-11,08:05:22,2163427,0,CNY,,,,,
110043610,155,2156057,155,115.0,,,,,2020-05-11,08:08:15,2156057,0,CNY,,,,,
110043611,626,2195506,626,870.0,,,,,2020-05-11,08:17:41,2195506,0,CNY,,,,,
110043612,479,2173360,479,105.0,,,,,2020-05-11,08:23:52,2173360,0,CNY,,,,,
110043613,323,2199692,323,670.0,,,,,2020-05-11,08:25:32,2199692,0,CNY,,,,,
110043614,323,2197582,323,220.0,,,,,2020-05-11,08:27:23,2197582,0,CNY,,,,,
110043615,626,2186055,626,154.99,,,,,2020-05-11,08:35:05,2186055,0,CNY,,,,,
110043616,479,2210001,479,699.99,,,,,2020-05-11,08:41:42,2210001,0,CNY,,,,,
110043617,479,2227192,479,190.0,,,,,2020-05-11,08:48:35,2227192,0,CNY,,,,,
110043618,323,2183026,323,330.0,,,,,2020-05-11,08:52:12,2183026,0,CNY,,,,,
110043619,323,2219143,323,260.0,,,,,2020-05-11,09:00:21,2219143,0,CNY,,,,,
110043620,155,2156681,155,610.0,,,,,2020-05-11,09:07:29,2156681,0,CNY,,,,,
110043621,188,2185806,188,100.0,,,,,2020-05-11,09:16:44,2185806,0,CNY,,,,,
110043622,188,2164682,188,225.0,,,,,2020-05-11,09:25:23,2164682,0,CNY,,,,,
110043623,155,2147785,155,250.0,,,,,2020-05-11,09:28:11,2147785,0,CNY,,,,,
110043624,323,2183964,323,580.0,,,,,2020-05-11,09:29:44,2183964,0,CNY,,,,,
110043625,323,2226663,323,197.99,,,,,2020-05-11,09:32:54,2226663,0,CNY,,,,,
110043626,188,2184495,188,200.0,,,,,2020-05-11,09:38:09,2184495,0,CNY,,,,,
110043627,352,2218488,352,125.0,,,,,2020-05-11,09:38:35,2218488,0,CNY,,,,,
110043628,323,2199522,323,190.0,,,,,2020-05-11,09:41:13,2199522,0,CNY,,,,,
110043629,188,2205325,188,105.0,,,,,2020-05-11,09:48:56,2205325,0,CNY,,,,,
110043630,479,2184084,479,160.0,,,,,2020-05-11,09:54:52,2184084,0,CNY,,,,,
110043631,479,2219492,479,220.0,,,,,2020-05-11,10:04:07,2219492,0,CNY,,,,,
110043632,323,2200167,323,154.99,,,,,2020-05-11,10:06:46,2200167,0,CNY,,,,,
110043633,155,2154642,155,385.0,,,,,2020-05-11,10:12:25,2154642,0,CNY,,,,,
110043634,323,2168651,323,230.0,,,,,2020-05-11,10:15:08,2168651,0,CNY,,,,,
110043635,479,2228666,479,115.0,,,,,2020-05-11,10:18:42,2228666,0,CNY,,,,,
110043636,626,2208566,626,125.0,,,,,2020-05-11,10:24:15,2208566,0,CNY,,,,,
110043637,352,2131672,352,115.0,,,,,2020-05-11,10:29:40,2131672,0,CNY,,,,,
110043638,188,2213953,188,170.0,,,,,2020-05-11,10:34:10,2213953,0,CNY,,,,,
110043639,155,2145315,155,115.0,,,,,2020-05-11,10:43:32,2145315,0,CNY,,,,,
110043640,352,2160780,352,110.0,,,,,2020-05-11,10:53:00,2160780,0,CNY,,,,,
110043641,626,2154729,626,155.98,,,,,2020-05-11,10:55:59,2154729,0,CNY,,,,,
110043642,352,2220575,352,115.0,,,,,2020-05-11,11:00:03,2220575,0,CNY,,,,,
110043643,479,2217258,479,290.0,,,,,2020-05-11,11:07:05,2217258,0,CNY,,,,,
110043644,479,2132045,479,520.0,,,,,2020-05-11,11:13:27,2132045,0,CNY,,,,,
110043645,323,2202134,323,290.0,,,,,2020-05-11,11:23:15,2202134,0,CNY,,,,,
110043646,188,2139814,188,200.0,,,,,2020-05-11,11:30:16,2139814,0,CNY,,,,,
110043647,323,2161872,323,161.98,,,,,2020-05-11,11:31:46,2161872,0,CNY,,,,,
110043648,352,2221370,352,115.0,,,,,2020-05-11,11:39:02,2221370,0,CNY,,,,,
110043649,626,2212385,626,250.0,,,,,2020-05-11,11:41:30,2212385,0,CNY,,,,,
110043650,155,2135531,155,160.0,,,,,2020-05-11,11:43:35,2135531,0,CNY,,,,,
110043651,479,2170505,479,105.0,,,,,2020-05-11,11:47:58,2170505,0,CNY,,,,,
110043652,352,2223262,352,240.0,,,,,2020-05-11,11:55:06,2223262,0,CNY,,,,,
110043653,352,2142810,352,125.0,,,,,2020-05-11,11:59:10,2142810,0,CNY,,,,,
110043654,479,2185733,479,260.0,,,,,2020-05-11,12:00:36,2185733,0,CNY,,,,,
110043655,155,2191064,155,220.0,,,,,2020-05-11,12:05:39,2191064,0,CNY,,,,,
110043656,626,2189285,626,160.0,,,,,2020-05-11,12:08:36,2189285,0,CNY,,,,,
110043657,352,2213620,352,377.99,,,,,2020-05-11,12:11:46,2213620,0,CNY,,,,,
110043658,626,2195385,626,315.0,,,,,2020-05-11,12:19:47,2195385,0,CNY,,,,,
110043659,155,2165234,155,290.0,,,,,2020-05-11,12:29:16,2165234,0,CNY,,,,,
110043660,626,2170466,626,105.0,,,,,2020-05-11,12:30:10,2170466,0,CNY,,,,,
110043661,323,2170566,323,125.0,,,,,2020-05-11,12:38:49,2170566,0,CNY,,,,,
110043662,479,2216508,479,125.0,,,,,2020-05-11,12:41:40,2216508,0,CNY,,,,,
110043663,626,2146266,626,635.0,,,,,2020-05-11,12:48:58,2146266,0,CNY,,,,,
110043664,323,2169392,323,805.0,,,,,2020-05-11,12:53:03,2169392,0,CNY,,,,,
110043665,323,2200592,323,120.0,,,,,2020-05-11,13:00:13,2200592,0,CNY,,,,,
110043666,479,2156508,479,750.0,,,,,2020-05-11,13:10:04,2156508,0,CNY,,,,,
110043667,626,2201656,626,170.0,,,,,2020-05-11,13:15:30,2201656,0,CNY,,,,,
110043668,479,2208463,479,115.0,,,,,2020-05-11,13:24:33,2208463,0,CNY,,,,,
110043669,188,2144192,188,165.0,,,,,2020-05-11,13:31:37,2144192,0,CNY,,,,,
110043670,352,2222067,352,1190.0,,,,,2020-05-11,13:36:56,2222067,0,CNY,,,,,
110043671,626,2177239,626,685.0,,,,,2020-05-11,13:37:12,2177239,0,CNY,,,,,
110043672,352,2204382,352,260.98,,,,,2020-05-11,13:40:47,2204382,0,CNY,,,,,
110043673,188,2193775,188,265.0,,,,,2020-05-11,13:48:11,2193775,0,CNY,,,,,
110043674,352,2164575,352,430.0,,,,,2020-05-11,13:49:04,2164575,0,CNY,,,,,
110043675,188,2221347,188,240.0,,,,,2020-05-11,13:51:49,2221347,0,CNY,,,,,
110043676,323,2224775,323,170.0,,,,,2020-05-11,13:53:12,2224775,0,CNY,,,,,
110043677,188,2176069,188,635.0,,,,,2020-05-11,14:00:58,2176069,0,CNY,,,,,
110043678,626,2224478,626,115.0,,,,,2020-05-11,14:03:53,2224478,0,CNY,,,,,
110043679,479,2193518,479,220.0,,,,,2020-05-11,14:08:30,2193518,0,CNY,,,,,
110043680,352,2134653,352,569.99,,,,,2020-05-11,14:12:42,2134653,0,CNY,,,,,
110043681,626,2158920,626,524.99,,,,,2020-05-11,14:21:02,2158920,0,CNY,,,,,
110043682,479,2146133,479,320.0,,,,,2020-05-11,14:28:28,2146133,0,CNY,,,,,
110043683,188,2197146,188,160.0,,,,,2020-05-11,14:29:28,2197146,0,CNY,,,,,
110043684,155,2159181,155,320.0,,,,,2020-05-11,14:35:31,2159181,0,CNY,,,,,
110043685,323,2143432,323,115.0,,,,,2020-05-11,14:40:43,2143432,0,CNY,,,,,
110043686,352,2193445,352,100.0,,,,,2020-05-11,14:45:09,2193445,0,CNY,,,,,
110043687,479,2198161,479,80.99,,,,,2020-05-11,14:48:30,2198161,0,CNY,,,,,
